deep_id,bib_ind_and_in_coll,title,title_alternative_keywords,pub_year,pub_year_display,first_production_date,first_production_date_display,first_publish_date,record_type,theater_type,greg_number,stc_or_wing,stc_or_wing2,play_edition_number,book_edition_number,variant_description,edition,total_editions,leaves,illustration_on_tp_or_frontis,dedication_to,commendatory_verses_by,to_the_reader,argument,char_list,actor_list,blackletter,latin,addition_and_correction_attributions,other_paratexts,sr_entries,format,additional_notes,transcript_title,transcript_author,transcript_performance,transcript_latin,transcript_imprint,transcript_explicit,transcript_colophon,transcript_dedication,transcript_commendatory_verses,transcript_to_the_reader,transcript_printed_license,transcript_general_title,transcript_woodcut,transcript_character_list,transcript_actor_list,transcript_argument,transcript_modern_spelling,display_play_type,display_authors,display_genre,display_booksellers,display_printers,display_publishers,display_companies,display_auspices,errata,imprintlocation
5118.10,963,"The Unfortunate Mother",,1640,1640,1639,1639(?),1640,"Play in Collection",None,581a,n/a,,1,0,,"coll, Q1","1 quarto (bibliographically independent and in collection)",32,,Yes,Yes,Yes,,Yes,,,,,,"Nov 4, 1639: Entered to Daniel Frere: ""a Play called Vnfortunate mother a Tragedy by Tho: Nabbs"".",Quarto,"This play was never acted, but Nabbes wrote it with the intention that it would be performed by a professional company in London.","[A1r] THE Vnfortunate Mother: A TRAGEDIE.","but set downe according to the intention of the Author <i>Thomas Nabbes</i>.","Never acted;",,"<i>LONDON</i>: Printed by <i>J. O.</i> for <i>Daniell Frere</i>, and are to be sold at the Signe of the Red Bull in Little Britaine. 1640.",,,"""The Epistle Dedicatory"" <i>to</i>: Richard Brathwaite (<i>poet and writer</i>); <i>from</i>: Thomas Nabbes [A2r]","3: by ""E. B.""; ""C. G.""; ""R. W."" [A3r]","""Proeme to the Reader"" (in verse) signed ""Thomas Nabbes"" [A3r]",,,,"""The Persons"" [A4v]",,,"the unfortunate mother a tragedy never acted but set down according to the intention of the author thomas nabbes london printed by j.o. for daniel frere and are to be sold at the sign of the red bull in little britain. 1640.","Unacted; Professional (?)","Nabbes, Thomas",Tragedy,,"Okes, John","Frere, Daniel",,n/a,,"F.4 (Aldersgate Without - Little Britain)"
5119,,"1 & 2 Arviragus and Philicia","One and Two",1639,1639,,n/a,1639,Collection,Indoor,n/a,4627,,0,1,,Duo1,"1 duodecimo",90,,,,,,,,,,,,"Oct 26, 1638: Entered to John Crooke (1) and Richard Sergier (2): ""A Play called Arviragus & Philicia. first & Second p<i>ar</i>ts"".",Duodecimo,,"ARVIRAGVS AND PHILICIA. ... <i>The first and second Part</i>.",,"As it was acted at the Private House in <i>Black-Fryers</i> by his Majesties Servants.",,"<i>LONDON</i>, Printed by J<small>OHN</small> N<small>ORTON</small>, for <i>Iohn Crooke</i>, and <i>Richard Sergier</i>, and are to be sold at the Grey-hound in S. <i>Pauls</i> Church-yard. 1639.",,,,,,"""Imprimatur. Math. Clay. Octob. 26. 1638"" [G12r]",,,,,,"Arviragus and philicia as it was acted at the private house in blackfriars by his majesty's servants the first and second part London printed by John Norton for John Crooke and Richard Sergier and are to be sold at the greyhound in st. Paul's Churchyard 1639","Collection of Adult Professional Plays","Carlell, Lodowick",n/a,,"Norton, John (2)","Sergier, Richard (2); Crooke, John (1)","King's Men",,,"A.3 (Paul's Churchyard - Northeast)"
5119.01,,"1 Arviragus and Philicia",One,1639,1639,1636,"1636 [1635-1636]",1639,"Play in Collection",None,551a,n/a,,1,0,,"coll, Duo1","1 duodecimo in collection",52,,,,,,Yes,,,,,,"Oct 26, 1638: Entered to John Crooke (1) and Richard Sergier (2): ""A Play called Arviragus & Philicia. first & Second p<i>ar</i>ts"".",Duodecimo,,"[HT, A4r] <I>ARVIRAGUS AND PHILICIA</I>.",,,,,,,,,,,,,"names of characters [<sup>Χ</sup>E6r]",,,"Arviragus and philicia","Adult Professional","Carlell, Lodowick",Tragicomedy,,,,,"King's Men",,
5119.02,,"2 Arviragus and Philicia",Two,1639,1639,1636,"1636 [1635-1636]",1639,"Play in Collection",None,552a,n/a,,1,0,,"coll, Duo1","1 duodecimo in collection",36,,,,,,,,,,,,"Oct 26, 1638: Entered to John Crooke (1) and Richard Sergier (2): ""A Play called Arviragus & Philicia. first & Second p<i>ar</i>ts"".",Duodecimo,,"[HT; E1r] THE SECOND PART of A<small>RVIRAGUS</small> and P<small>HILICIA</small>.",,,,,,,,,,,,,,,,"the second part of arviragus and philicia","Adult Professional","Carlell, Lodowick",Tragicomedy,,,,,"King's Men",,
5120,,"Q. Horatius Flaccus His Art of Poetry",,1640,1640,,n/a,1640,Collection,None,n/a,13798,,0,1,"There are four issues of this collection, all listed under STC 13798; Greg distinguishes them as 585a(i*), 585a(i†), 585a(ii*) and 585a(ii†). In Greg 585a(i*), the engraved title page lists Benson as publisher, and the collection contains the first issue of <i>The Gypsies Metamorphosed</i>. In Greg 585a(i†), the engraved title page lists Benson as publisher and Ley as bookseller, and the collection contains the first issue of <i>The Gypsies Metamorphosed</i>. In Greg 585a(ii*), the engraved title page lists Benson as publisher, and the collection contains the second issue of <i>The Gypsies Metamorphosed</i>. In Greg 585a(ii†), the engraved title page lists Benson as publisher and Ley as bookseller, and the collection contains the second issue of <i>The Gypsies Metamorphosed</i>. See also the other STC ",Duo1,"1 duodecimo",84,"On engraved title page, portrait bust of laureled Horace, signed ""W. M. sculspit""",Yes,Yes,,,,,,,,,"Feb 8, 1640: Entered to John Benson: ""a booke called Quintus Horatius-fflaccus his booke of the Art of Poetry to the Piso's. translated into English by Ben: Iohnson"".<br />Sep 17, 1658: Entered to Thomas Walkley: ""Horace his Art of Poetry Englished. ...salvo jure cujuscunq<i>ue</i>.""<br />Nov 20, 1658: Transferred from Thomas Walkley to Humphrey Moseley: ""Horace his Art of Poetry englished.""",Duodecimo,"Greg identifies this collection as 585a(i*).","[engraved title page; A3v] Q: HORATIVS FLACCUS, his Art of POETRY. <br />[letterpress title page; A4r] Q. Horatius  Flaccus: <i>His Art of Poetry</i>. ... With other Workes of the Author, never Printed before.","[engraved title page] <i>Englisht by</i> Ben: Jonson. <br />[letterpress title page] ENGLISHED By Ben: Jonson.",,,"[engraved title page] London. <i>Printed for</i> John Benson. 1640.<br />[letterpress title page] <i>LONDON</i>: Printed by <i>J. Okes</i>, for <i>John Benson</i>. 1640.",,,"""The Epistle"" <i>to</i>: Thomas Windsor (6th Baron Windsor); <i>from</i> John Benson [A5r]","4: by ""Edward Herbert""; ""Barton Holyday""; ""Zouch Tounley""; ""I. C."" [A7r]",,"""Imprimatur: Mat. Clay. And by other Authority. Febr. 21. 1639."" [A2v]",,,,,,"Q. Horatius Flaccus his art of poetry Englished by Ben Jonson With other works of the author never printed before London printed by J. Okes for John Benson 1640

Q. Horatius Flaccus his art of poetry. English by Ben. Jonson. London Printed for John Benson 1640.","Collection of Nondramatic Texts and an Occasional Play","Jonson, Ben; Horace",n/a,,"Okes, John","Benson, John",,,,
5120.01,,"The Gypsies Metamorphosed",Gipsies,1640,1640,1621,"1621 [Aug 3; Aug 5; Sep]",1640,"Play in Collection",None,585a(i),n/a,,1,0,"There are two issues of this play. Leaves D6-D10 in Greg 585a(i) were canceled and replaced in Greg 585a(ii) by a whole sheet d<sup>12</sup>, and leaves E5-E11 were replaced by a whole sheet e<sup>12</sup>. The new material comprises modifications made for performances at Belvoir Castle and at Windsor. See also Greg ",Duo1,"1 duodecimo in collection, 1 folio in collection",27,,,,,,,,,,,,"Feb 20, 1640: Entered to John Benson: ""a booke Called The Masque of Gypsies by Ben: Iohnson"".<br />Sep 17, 1658: Entered to Thomas Walkley: ""fifteene Masques at Court and else where. ... salvo jure cujuscunq<i>ue</i>.""<br />Nov 20, 1658: Transferred from Thomas Walkley to Humphrey Moseley: ""15. Masques at C<sup>rt</sup>. & else where.""",Duodecimo,"There is only one STC number for the collection <i>Q. Horatius Flaccus: His Art of Poetry</i>. But there are two issues of the collection, while <i>The Gypsies Metamorphosed</i> exists in two states. Greg's description of this collection and this masque conflates variants affecting the collection (* and †) and variants affecting only the masque (i and ii).","[C10r] The  Masque OF THE GYPSIES.","Written by B<small>EN</small>: J<small>ONSON</small>.",,,"<i>LONDON</i>: Printed by <i>J. Okes</i>, for <i>J. Benson</i>, and are to bee sold at his shop in St. <i>Dunstans</i> Church-yard in Fleet-street. 1640.",,,,,,,,,,,,"the masque of the gypsies written by Ben Jonson London printed by J Okes for J Benson and are to be sold at his shop in St Dunstan's churchyard in fleet street 1640",Occasional,"Jonson, Ben",Masque,,"Okes, John","Benson, John",,,,"W.9 (Fleet St. - St. Dunstan's Church / Clifford's Inn)"
5120.02,,"The Gypsies Metamorphosed",Gipsies,1640,1640,1621,"1621 [Aug 3; Aug 5; Sep]",1640,"Play in Collection",None,585a(ii),n/a,,1,0,"There are two issues of this play. Leaves D6-D10 in Greg 585a(i) were canceled and replaced in Greg 585a(ii) by a whole sheet d<sup>12</sup>, and leaves E5-E11 were replaced by a whole sheet e<sup>12</sup>. The new material comprises modifications made for performances at Belvoir Castle and at Windsor. See also Greg ","coll, Duo1","1 duodecimo in collection, 1 folio in collection",39,,,,,,,,,,,,"Feb 20, 1640: Entered to John Benson: ""a booke Called The Masque of Gypsies by Ben: Iohnson"".<br />Sep 17, 1658: Entered to Thomas Walkley: ""fifteene Masques at Court and else where. ... salvo jure cujuscunq<i>ue</i>.""<br />Nov 20, 1658: Transferred from Thomas Walkley to Humphrey Moseley: ""15. Masques at C<sup>rt</sup>. & else where.""",Duodecimo,"There is only one STC number for the collection <i>Q. Horatius Flaccus: His Art of Poetry</i>. But there are two issues of the collection, while <i>The Gypsies Metamorphosed</i> exists in two states. Greg's description of this collection and this masque conflates variants affecting the collection (* and †) and variants affecting only the masque (i and ii).","[C10r] The  Masque OF THE GYPSIES.","Written by B<small>EN</small>: J<small>ONSON</small>.",,,"<i>LONDON</i>: Printed by <i>J. Okes</i>, for <i>J. Benson</i>, and are to bee sold at his shop in St. <i>Dunstans</i> Church-yard in Fleet-street. 1640.",,,,,,,,,,,,"the masque of the gypsies written by Ben Jonson London printed by J Okes for J Benson and are to be sold at his shop in St Dunstan's churchyard in fleet street 1640",Occasional,"Jonson, Ben",Masque,,"Okes, John","Benson, John",,,,"W.9 (Fleet St. - St. Dunstan's Church / Clifford's Inn)"
5121,,"Q. Horatius Flaccus His Art of Poetry",,1640,1640,,n/a,1640,Collection,None,n/a,13798,,0,1,"There are four issues of this collection, all listed under STC 13798; Greg distinguishes them as 585a(i*), 585a(i†), 585a(ii*) and 585a(ii†). In Greg 585a(i*), the engraved title page lists Benson as publisher, and the collection contains the first issue of <i>The Gypsies Metamorphosed</i>. In Greg 585a(i†), the engraved title page lists Benson as publisher and Ley as bookseller, and the collection contains the first issue of <i>The Gypsies Metamorphosed</i>. In Greg 585a(ii*), the engraved title page lists Benson as publisher, and the collection contains the second issue of <i>The Gypsies Metamorphosed</i>. In Greg 585a(ii†), the engraved title page lists Benson as publisher and Ley as bookseller, and the collection contains the second issue of <i>The Gypsies Metamorphosed</i>. See also the other STC ",Duo1,"1 duodecimo",84,"On engraved title page, portrait bust of laureled Horace, signed ""W. M. sculspit""",Yes,Yes,,,,,,,,,"Feb 8, 1640: Entered to John Benson: ""a booke called Quintus Horatius-fflaccus his booke of the Art of Poetry to the Piso's. translated into English by Ben: Iohnson"".<br />Sep 17, 1658: Entered to Thomas Walkley: ""Horace his Art of Poetry Englished. ...salvo jure cujuscunq<i>ue</i>.""<br />Nov 20, 1658: Transferred from Thomas Walkley to Humphrey Moseley: ""Horace his Art of Poetry englished.""",Duodecimo,"Greg identifies this collection as 585a(i†).","[engraved title page; A3v] Q: HORATIVS FLACCUS, his Art of POETRY. <br />[letterpress title page; A4r] Q. Horatius  Flaccus: <i>His Art of Poetry</i>. ... With other Workes of the Author, never Printed before.","[engraved title page] <i>Englisht by</i> Ben: Jonson.<br />[letterpress title page] ENGLISHED By Ben: Jonson.",,,"[engraved title page] London. <i>Printed for J. Benson and are sold by W. Ley at Paules-Chayne. 1640.</i> <br />[letterpress title page] <i>LONDON</i>: Printed by <i>J. Okes</i>, for <i>John Benson</i>. 1640.",,,"""The Epistle"" <i>to</i>: Thomas Windsor (6th Baron Windsor); <i>from</i> John Benson [A5r]","4: by ""Edward Herbert""; ""Barton Holyday""; ""Zouch Tounley""; ""I. C."" [A7r]",,"""Imprimatur: Mat. Clay. And by other Authority. Febr. 21. 1639."" [A2v]",,,,,,"Q. Horatius Flaccus his art of poetry Englished by Ben Jonson With other works of the author never printed before London printed by J. Okes for John Benson 1640

Q. Horatius Flaccus his art of poetry. English by Ben. Jonson. London Printed for John Benson and are to be sold by W. lee at Paul's Chain 1640","Collection of Nondramatic Texts and an Occasional Play","Jonson, Ben; Horace",n/a,"Lee, William (3)","Okes, John","Benson, John",,,,"A.9 (Paul's Churchyard - Little South Door / Paul's Chain)"
5122,,"Q. Horatius Flaccus His Art of Poetry",,1640,1640,,n/a,1640,Collection,None,n/a,13798,,0,1,"There are four issues of this collection, all listed under STC 13798; Greg distinguishes them as 585a(i*), 585a(i†), 585a(ii*) and 585a(ii†). In Greg 585a(i*), the engraved title page lists Benson as publisher, and the collection contains the first issue of <i>The Gypsies Metamorphosed</i>. In Greg 585a(i†), the engraved title page lists Benson as publisher and Ley as bookseller, and the collection contains the first issue of <i>The Gypsies Metamorphosed</i>. In Greg 585a(ii*), the engraved title page lists Benson as publisher, and the collection contains the second issue of <i>The Gypsies Metamorphosed</i>. In Greg 585a(ii†), the engraved title page lists Benson as publisher and Ley as bookseller, and the collection contains the second issue of <i>The Gypsies Metamorphosed</i>. See also the other STC ",Duo1,"1 duodecimo",96,"On engraved title page, portrait bust of laureled Horace, signed ""W. M. sculspit""",Yes,Yes,,,,,,,,,"Feb 8, 1640: Entered to John Benson: ""a booke called Quintus Horatius-fflaccus his booke of the Art of Poetry to the Piso's. translated into English by Ben: Iohnson"".<br />Sep 17, 1658: Entered to Thomas Walkley: ""Horace his Art of Poetry Englished. ...salvo jure cujuscunq<i>ue</i>.""<br />Nov 20, 1658: Transferred from Thomas Walkley to Humphrey Moseley: ""Horace his Art of Poetry englished.""",Duodecimo,"Greg identifies this collection as 585a(ii*).","[engraved title page; A3v] Q: HORATIVS FLACCUS, his Art of POETRY. <br />[letterpress title page; A4r] Q. Horatius  Flaccus: <i>His Art of Poetry</i>. ... With other Workes of the Author, never Printed before.","[engraved title page] <i>Englisht by</i> Ben: Jonson. <br />[letterpress title page] ENGLISHED By Ben: Jonson.",,,"[engraved title page] London. <i>Printed for</i> John Benson. 1640.<br />[letterpress title page] <i>LONDON</i>: Printed by <i>J. Okes</i>, for <i>John Benson</i>. 1640.",,,"""The Epistle"" <i>to</i>: Thomas Windsor (6th Baron Windsor); <i>from</i> John Benson (publisher) [A5r]","4: by ""Edward Herbert""; ""Barton Holyday""; ""Zouch Tounley""; ""I. C."" [A7r]",,"""Imprimatur: Mat. Clay. And by other Authority. Febr. 21. 1639."" [A2v]",,,,,,"Q. Horatius Flaccus his art of poetry Englished by Ben Jonson With other works of the author never printed before London printed by J. Okes for John Benson 1640","Collection of Nondramatic Texts and an Occasional Play","Jonson, Ben; Horace",n/a,,"Okes, John","Benson, John",,,,
5123,,"Q. Horatius Flaccus His Art of Poetry",,1640,1640,,n/a,1640,Collection,None,n/a,13798,,0,1,"There are four issues of this collection, all listed under STC 13798; Greg distinguishes them as 585a(i*), 585a(i†), 585a(ii*) and 585a(ii†). In Greg 585a(i*), the engraved title page lists Benson as publisher, and the collection contains the first issue of <i>The Gypsies Metamorphosed</i>. In Greg 585a(i†), the engraved title page lists Benson as publisher and Ley as bookseller, and the collection contains the first issue of <i>The Gypsies Metamorphosed</i>. In Greg 585a(ii*), the engraved title page lists Benson as publisher, and the collection contains the second issue of <i>The Gypsies Metamorphosed</i>. In Greg 585a(ii†), the engraved title page lists Benson as publisher and Ley as bookseller, and the collection contains the second issue of <i>The Gypsies Metamorphosed</i>. See also the other STC ",Duo1,"1 duodecimo",96,"On engraved title page, portrait bust of laureled Horace, signed ""W. M. sculspit""",Yes,Yes,,,,,,,,,"Feb 8, 1640: Entered to John Benson: ""a booke called Quintus Horatius-fflaccus his booke of the Art of Poetry to the Piso's. translated into English by Ben: Iohnson"".<br />Sep 17, 1658: Entered to Thomas Walkley: ""Horace his Art of Poetry Englished. ...salvo jure cujuscunq<i>ue</i>.""<br />Nov 20, 1658: Transferred from Thomas Walkley to Humphrey Moseley: ""Horace his Art of Poetry englished.""",Duodecimo,"Greg identifies this collection as 585a(ii†).","[engraved title page; A3v] Q: HORATIVS FLACCUS, his Art of POETRY. <br />[letterpress title page; A4r] Q. Horatius Flaccus: <i>His Art of Poetry</i>. ... With other Workes of the Author, never Printed before.","[engraved title page] <i>Englisht by</i> Ben: Jonson.<br />[letterpress title page] ENGLISHED By Ben: Jonson.",,,"[engraved title page] London. <i>Printed for J. Benson and are sold by W. Ley at Paules-Chayne. 1640.</i> <br />[letterpress title page] <i>LONDON</i>: Printed by <i>J. Okes</i>, for <i>John Benson</i>. 1640.",,,"""The Epistle"" <i>to</i>: Thomas Windsor (6th Baron Windsor); <i>from</i> John Benson (publisher) [A5r]","4: by ""Edward Herbert""; ""Barton Holyday""; ""Zouch Tounley""; ""I. C."" [A7r]",,"""Imprimatur: Mat. Clay. And by other Authority. Febr. 21. 1639."" [A2v]",,,,,,"Q. Horatius Flaccus his art of poetry Englished by Ben Jonson With other works of the author never printed before London printed by J. Okes for John Benson 1640","Collection of Nondramatic Texts and an Occasional Play","Jonson, Ben; Horace",n/a,"Lee, William (3)","Okes, John","Benson, John",,,,"A.9 (Paul's Churchyard - Little South Door / Paul's Chain)"
5124,,"The Works. Second [and Third] Volume.",Workes,1640,1640,,n/a,1631,Collection,None,n/a,14754,,0,1,"There are two issues of this collection. In STC 14754, a general title page dated 1640 was added to the 1631 Jonson collection (STC 14753.5); many copies were bound together with volume 3 of Jonson's <i>Works</i>; and some copies contain the second edition of <i>The Devil is an Ass</i> [Greg 457b(i)]. In STC 14754a, the collection was issued with volume 3 of Jonson's <i>Works</i> and the second edition of <i>The Devil is an Ass</i> [Greg 457b(i)], but without <i>Bartholomew Fair</i> or <i>The Staple of News</i>; this issue sometimes lacks a general title page. See also STC ",F1,"1 folio",418,,,,Yes,,,,,,,,"Sep 17, 1658: Entered to Thomas Walkley: ""a booke called Ben Iohnsons workes y<sup>e</sup> 3<sup>d</sup> volume containing these peeces ... salvo jure cujuscunq<i>ue</i>.""<br />Nov 20, 1658: Transferred from Thomas Walkley to Humphrey Moseley: ""Ben: Ionsons workes y<sup>e</sup> 3<sup>d</sup>. vol<i>ume</i> cont<i>aining</i> these peeces following ..."".",Folio,"Greg writes that the second and third volumes ""are usually found bound together."" The second volume was ""originally printed by John Beale for Robert Allot"" in 1631, and was reissued by the publisher Richard Meighen in 1640. The third volume ""was printed for and presumably published by Thomas Walkley (though [Andrew] Crooke and John Benson both claimed interest in some of the copies it included)"" (Greg, <i>Bibliography</i>, 3:1075); it was the subject of a Bill in Chancery in January 1641, which records ""a great deal about the circumstances of publication"" (Greg, <i>Bibliography</i>, 3:1081). 

","THE WORKES ... The second Volume. CONTAINING THESE PLAYES, <i>Viz.</i> [in single column] 1 Bartholomew Fayre. | 2 The Staple of Newes. | 3 The Divell is an Asse.","OF <I>BENJAMIN JONSON</I>.",,,"<i>LONDON</i>, Printed for R<small>ICHARD</small> M<small>EIGHEN</small>, 1640.",,,,,"""To the Reader"" signed ""Ben. Iohnson"" [Z1v]",,,,,,,"The works of Benjamin jonson the second volume containing these plays viz 1 bartholomew fair 2 the staple of news 3 the devil is an ass London printed for Richard meighen 1640","Collection of Plays and Nondramatic Texts","Jonson, Ben",n/a,,"Harper, Thomas; Dawson, John (2); Alsop, Bernard; Fawcet, Thomas; Beale, John","Meighen, Richard; Walkley, Thomas",,,,
